FpsCounter(average 150.80sec): total=30.01 fps, number-streams=1, per-stream=30.01 fps
FpsCounter(last 1.03sec): total=30.02 fps, number-streams=1, per-stream=30.02 fps
FpsCounter(average 151.80sec): total=30.01 fps, number-streams=1, per-stream=30.01 fps
FpsCounter(last 1.00sec): total=29.93 fps, number-streams=1, per-stream=29.93 fps
FpsCounter(average 152.84sec): total=30.01 fps, number-streams=1, per-stream=30.01 fps
FpsCounter(last 1.03sec): total=30.07 fps, number-streams=1, per-stream=30.07 fps
FpsCounter(average 153.84sec): total=30.01 fps, number-streams=1, per-stream=30.01 fps
FpsCounter(last 1.00sec): total=29.95 fps, number-streams=1, per-stream=29.95 fps
FpsCounter(average 154.84sec): total=30.01 fps, number-streams=1, per-stream=30.01 fps
FpsCounter(last 1.00sec): total=29.98 fps, number-streams=1, per-stream=29.98 fps
FpsCounter(average 155.87sec): total=30.01 fps, number-streams=1, per-stream=30.01 fps
FpsCounter(last 1.03sec): total=30.06 fps, number-streams=1, per-stream=30.06 fps
FpsCounter(average 156.90sec): total=30.01 fps, number-streams=1, per-stream=30.01 fps
FpsCounter(last 1.03sec): total=30.01 fps, number-streams=1, per-stream=30.01 fps
