timestamp,percent_usage
2026-07-30T06:37:47.000986,0.00
2026-07-30T06:37:48.001385,0.00
2026-07-30T06:37:49.001906,0.00
2026-07-30T06:37:50.002456,0.00
2026-07-30T06:37:51.002843,0.00
2026-07-30T06:37:52.003413,0.00
2026-07-30T06:37:53.003965,0.00
2026-07-30T06:37:54.004237,0.00
2026-07-30T06:37:55.004599,0.00
2026-07-30T06:37:56.005186,0.00
2026-07-30T06:37:57.005620,0.00
2026-07-30T06:37:58.006014,0.00
2026-07-30T06:37:59.006605,0.00
2026-07-30T06:38:00.007137,0.00
2026-07-30T06:38:01.007597,0.00
2026-07-30T06:38:02.008150,0.00
2026-07-30T06:38:03.008603,0.00
2026-07-30T06:38:04.009155,0.00
2026-07-30T06:38:05.009640,0.00
2026-07-30T06:38:06.010297,0.00
2026-07-30T06:38:07.010905,0.00
2026-07-30T06:38:08.011473,0.00
2026-07-30T06:38:09.012016,0.00
2026-07-30T06:38:10.012601,0.00
2026-07-30T06:38:11.013160,0.00
2026-07-30T06:38:12.013764,0.00
2026-07-30T06:38:13.014394,0.00
2026-07-30T06:38:14.014947,0.00
2026-07-30T06:38:15.015516,0.00
2026-07-30T06:38:16.015944,0.00
2026-07-30T06:38:17.016476,0.00
2026-07-30T06:38:18.016884,0.00
2026-07-30T06:38:19.017420,0.00
2026-07-30T06:38:20.017966,0.00
2026-07-30T06:38:21.018516,0.00
2026-07-30T06:38:22.019026,0.00
2026-07-30T06:38:23.019556,0.00
2026-07-30T06:38:24.020129,0.00
2026-07-30T06:38:25.020763,0.00
2026-07-30T06:38:26.021367,0.00
2026-07-30T06:38:27.021928,0.00
2026-07-30T06:38:28.022575,0.00
2026-07-30T06:38:29.023144,0.00
2026-07-30T06:38:30.023809,0.00
2026-07-30T06:38:31.024335,0.00
2026-07-30T06:38:32.024900,0.00
2026-07-30T06:38:33.025526,0.00
2026-07-30T06:38:34.025900,0.00
2026-07-30T06:38:35.026488,0.00
2026-07-30T06:38:36.026986,0.00
2026-07-30T06:38:37.027674,0.00
2026-07-30T06:38:38.028220,0.00
2026-07-30T06:38:39.028760,0.00
2026-07-30T06:38:40.029337,0.00
2026-07-30T06:38:41.029754,0.00
2026-07-30T06:38:42.030140,0.00
2026-07-30T06:38:43.030547,0.00
2026-07-30T06:38:44.031053,0.00
2026-07-30T06:38:45.031599,0.00
2026-07-30T06:38:46.031984,0.00
2026-07-30T06:38:47.032529,0.00
2026-07-30T06:38:48.033077,0.00
2026-07-30T06:38:49.033644,0.00
2026-07-30T06:38:50.034268,0.00
2026-07-30T06:38:51.034724,0.00
2026-07-30T06:38:52.035281,0.00
2026-07-30T06:38:53.035693,0.00
2026-07-30T06:38:54.036082,0.00
2026-07-30T06:38:55.036533,0.00
2026-07-30T06:38:56.037049,0.00
2026-07-30T06:38:57.037664,0.00
2026-07-30T06:38:58.038268,0.00
2026-07-30T06:38:59.038797,0.00
2026-07-30T06:39:00.039417,0.00
2026-07-30T06:39:01.039958,0.00
2026-07-30T06:39:02.040460,0.00
2026-07-30T06:39:03.040867,0.00
2026-07-30T06:39:04.041408,0.00
2026-07-30T06:39:05.041828,0.00
2026-07-30T06:39:06.042369,0.00
2026-07-30T06:39:07.042890,0.00
2026-07-30T06:39:08.043475,0.00
2026-07-30T06:39:09.044009,0.00
2026-07-30T06:39:10.044601,0.00
2026-07-30T06:39:11.045151,0.00
2026-07-30T06:39:12.045648,0.00
2026-07-30T06:39:13.046249,0.00
2026-07-30T06:39:14.046821,0.00
2026-07-30T06:39:15.047353,0.00
2026-07-30T06:39:16.048015,0.00
2026-07-30T06:39:17.048457,0.00
2026-07-30T06:39:18.049069,0.00
2026-07-30T06:39:19.049657,0.00
2026-07-30T06:39:20.050182,0.00
2026-07-30T06:39:21.050763,0.00
2026-07-30T06:39:22.051353,0.00
2026-07-30T06:39:23.051917,0.00
2026-07-30T06:39:24.052544,0.00
2026-07-30T06:39:25.052961,0.00
2026-07-30T06:39:26.053502,0.00
2026-07-30T06:39:27.054110,0.00
2026-07-30T06:39:28.054679,0.00
2026-07-30T06:39:29.055272,0.00
2026-07-30T06:39:30.055817,0.00
2026-07-30T06:39:31.056187,0.00
2026-07-30T06:39:32.056604,0.00
2026-07-30T06:39:33.057123,0.00
2026-07-30T06:39:34.057524,0.00
2026-07-30T06:39:35.057937,0.00
2026-07-30T06:39:36.058542,0.00
2026-07-30T06:39:37.059113,0.00
2026-07-30T06:39:38.059708,0.00
2026-07-30T06:39:39.060343,0.00
2026-07-30T06:39:40.060994,0.00
2026-07-30T06:39:41.061632,0.00
2026-07-30T06:39:42.062129,0.00
2026-07-30T06:39:43.062672,0.00
2026-07-30T06:39:44.063218,0.00
2026-07-30T06:39:45.063621,0.00
2026-07-30T06:39:46.064151,0.00
2026-07-30T06:39:47.064579,0.00
2026-07-30T06:39:48.065149,0.00
2026-07-30T06:39:49.065683,0.00
2026-07-30T06:39:50.066275,0.00
2026-07-30T06:39:51.066853,0.00
2026-07-30T06:39:52.067415,0.00
2026-07-30T06:39:53.067941,0.00
2026-07-30T06:39:54.068485,0.00
2026-07-30T06:39:55.068892,0.00
2026-07-30T06:39:56.069438,0.00
2026-07-30T06:39:57.070021,0.00
2026-07-30T06:39:58.070472,0.00
2026-07-30T06:39:59.071041,0.00
2026-07-30T06:40:00.071661,0.00
2026-07-30T06:40:01.072317,0.00
2026-07-30T06:40:02.072834,0.00
2026-07-30T06:40:03.073306,0.00
2026-07-30T06:40:04.073717,0.00
2026-07-30T06:40:05.074311,0.00
2026-07-30T06:40:06.074797,0.00
2026-07-30T06:40:07.075458,0.00
2026-07-30T06:40:08.075998,0.00
2026-07-30T06:40:09.076676,0.00
2026-07-30T06:40:10.077236,0.00
2026-07-30T06:40:11.077647,0.00
2026-07-30T06:40:12.078151,0.00
2026-07-30T06:40:13.078569,0.00
2026-07-30T06:40:14.079098,0.00
2026-07-30T06:40:15.079687,0.00
2026-07-30T06:40:16.080247,0.00
2026-07-30T06:40:17.080621,0.00
2026-07-30T06:40:18.081157,0.00
2026-07-30T06:40:19.081721,0.00
2026-07-30T06:40:20.082324,0.00
2026-07-30T06:40:21.083087,0.00
2026-07-30T06:40:22.083813,0.00
2026-07-30T06:40:23.084324,0.00
2026-07-30T06:40:24.084851,0.00
2026-07-30T06:40:25.085388,0.00
2026-07-30T06:40:26.085921,0.00
2026-07-30T06:40:27.086465,0.00
2026-07-30T06:40:28.087052,0.00
2026-07-30T06:40:29.087626,0.00
2026-07-30T06:40:30.088258,0.00
2026-07-30T06:40:31.088850,0.00
2026-07-30T06:40:32.089397,0.00
2026-07-30T06:40:33.089822,0.00
2026-07-30T06:40:34.090355,0.00
2026-07-30T06:40:35.090837,0.00
2026-07-30T06:40:36.091430,0.00
2026-07-30T06:40:37.091969,0.00
2026-07-30T06:40:38.092516,0.00
2026-07-30T06:40:39.093052,0.00
2026-07-30T06:40:40.093659,0.00
2026-07-30T06:40:41.094233,0.00
2026-07-30T06:40:42.094773,0.00
2026-07-30T06:40:43.095396,0.00
2026-07-30T06:40:44.095983,0.00
2026-07-30T06:40:45.096543,0.00
2026-07-30T06:40:46.096973,0.00
2026-07-30T06:40:47.097554,0.00
2026-07-30T06:40:48.097987,0.00
2026-07-30T06:40:49.098658,0.00
2026-07-30T06:40:50.099247,0.00
2026-07-30T06:40:51.099754,0.00
2026-07-30T06:40:52.100335,0.00
2026-07-30T06:40:53.100766,0.00
2026-07-30T06:40:54.101324,0.00
2026-07-30T06:40:55.101928,0.00
2026-07-30T06:40:56.102468,0.00
2026-07-30T06:40:57.102971,0.00
2026-07-30T06:40:58.103526,0.00
2026-07-30T06:40:59.103788,0.00
2026-07-30T06:41:00.104134,0.00
2026-07-30T06:41:01.104787,0.00
2026-07-30T06:41:02.105177,0.00
2026-07-30T06:41:03.105687,0.00
2026-07-30T06:41:04.106362,0.00
2026-07-30T06:41:05.106725,0.00
2026-07-30T06:41:06.107247,0.00
2026-07-30T06:41:07.107758,0.00
2026-07-30T06:41:08.108447,0.00
2026-07-30T06:41:09.108999,0.00
2026-07-30T06:41:10.109523,0.00
2026-07-30T06:41:11.110015,0.00
2026-07-30T06:41:12.110403,0.00
2026-07-30T06:41:13.110777,0.00
2026-07-30T06:41:14.111332,0.00
2026-07-30T06:41:15.111874,0.00
2026-07-30T06:41:16.112460,0.00
2026-07-30T06:41:17.113052,0.00
2026-07-30T06:41:18.113512,0.00
2026-07-30T06:41:19.113884,0.00
2026-07-30T06:41:20.114273,0.00
2026-07-30T06:41:21.114817,0.00
2026-07-30T06:41:22.115363,0.00
2026-07-30T06:41:23.115856,0.00
2026-07-30T06:41:24.116422,0.00
2026-07-30T06:41:25.117000,0.00
2026-07-30T06:41:26.117555,0.00
2026-07-30T06:41:27.118135,0.00
2026-07-30T06:41:28.118757,0.00
2026-07-30T06:41:29.119444,0.00
2026-07-30T06:41:30.120025,0.00
2026-07-30T06:41:31.120629,0.00
2026-07-30T06:41:32.121185,0.00
2026-07-30T06:41:33.121876,0.00
2026-07-30T06:41:34.122256,0.00
2026-07-30T06:41:35.122556,0.00
2026-07-30T06:41:36.123004,0.00
2026-07-30T06:41:37.123420,0.00
2026-07-30T06:41:38.123852,0.00
2026-07-30T06:41:39.124442,0.00
2026-07-30T06:41:40.124878,0.00
2026-07-30T06:41:41.125311,0.00
2026-07-30T06:41:42.125827,0.00
2026-07-30T06:41:43.126400,0.00
