System,System,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,Proc Energy (Joules),Power Plane 0 Energy (Joules),Power Plane 1 Energy (Joules),
Date,Time,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C4res%,C6res%,SKT0,SKT0,SKT0,
2026-07-30,06:38:44.007,0.06,1.00,0.06,0.71,2.77,80.01,11.58,0.59,0.46,0.0178,0.0026,9.97,8.12,66,4489.11,4496.82,3884.17,1.00,8.32,0.06,0.48,8.14,33.04,0.00,37.97,20.85,100.00,0.00,0.00,0.00,21.79,10.77,3.43,
2026-07-30,06:38:45.006,0.05,0.84,0.05,0.68,2.67,80.64,11.20,0.58,0.45,0.0229,0.0032,9.92,8.11,67,3516.41,4164.90,3878.82,0.84,7.04,0.05,0.38,7.85,27.19,0.00,44.14,20.82,100.00,0.00,0.00,0.00,20.84,9.85,3.44,
2026-07-30,06:38:46.006,0.06,0.99,0.06,0.72,2.79,80.79,11.55,0.58,0.47,0.0181,0.0026,10.04,8.22,66,4462.83,4530.54,3879.69,0.99,8.21,0.06,0.48,8.16,26.29,0.00,46.84,18.70,100.00,0.00,0.00,0.00,21.84,10.66,3.59,
2026-07-30,06:38:47.006,0.06,1.00,0.06,0.70,2.75,84.52,11.82,0.57,0.46,0.0177,0.0025,10.37,8.39,66,4777.29,4768.04,3876.76,1.00,8.35,0.06,0.51,8.73,29.52,0.00,43.19,18.56,100.00,0.00,0.00,0.00,22.70,11.50,3.57,
2026-07-30,06:38:48.006,0.05,0.84,0.05,0.66,2.59,81.30,11.38,0.58,0.45,0.0228,0.0032,10.08,8.20,67,3565.95,4236.55,3877.80,0.84,7.01,0.05,0.38,8.23,30.43,0.00,43.88,17.46,100.00,0.00,0.00,0.00,21.27,10.13,3.55,
2026-07-30,06:38:49.006,0.06,1.05,0.06,0.70,2.74,80.75,11.47,0.58,0.46,0.0166,0.0024,10.01,8.15,66,4858.86,4626.45,3878.46,1.05,8.75,0.06,0.52,8.50,25.79,0.00,47.97,17.74,100.00,0.00,0.00,0.00,22.09,10.97,3.55,
2026-07-30,06:38:50.006,0.06,1.01,0.06,0.70,2.73,83.49,11.65,0.58,0.45,0.0180,0.0025,10.28,8.34,67,4633.55,4587.36,3879.34,1.01,8.42,0.06,0.50,8.44,25.31,0.00,44.82,21.43,100.00,0.00,0.00,0.00,21.87,10.71,3.60,
2026-07-30,06:38:51.006,0.05,0.85,0.05,0.68,2.64,81.51,11.32,0.58,0.44,0.0229,0.0032,10.09,8.22,67,3556.12,4200.38,3877.94,0.85,7.06,0.05,0.38,8.00,28.70,0.00,43.06,20.24,100.00,0.00,0.00,0.00,21.21,10.00,3.63,
2026-07-30,06:38:52.007,0.08,1.27,0.06,0.68,2.66,80.29,11.60,0.58,0.46,0.0126,0.0018,9.92,8.11,62,6384.32,5036.47,3878.16,1.27,10.56,0.08,0.69,9.53,33.02,0.00,38.28,19.17,100.00,0.00,0.00,0.00,22.81,11.76,3.48,
2026-07-30,06:38:53.007,0.11,1.46,0.08,0.61,2.39,86.08,12.47,0.58,0.47,0.0099,0.0014,10.41,8.38,53,8680.27,5946.46,3879.77,1.46,12.16,0.11,0.93,12.52,29.02,0.00,45.81,12.64,100.00,0.00,0.00,0.00,24.86,13.64,3.63,
2026-07-30,06:38:54.007,0.09,1.08,0.09,0.82,3.21,97.14,13.63,0.56,0.57,0.0136,0.0019,11.19,8.32,66,7138.81,6633.67,3881.24,1.08,8.97,0.09,0.77,10.40,29.14,0.00,41.18,19.28,100.00,0.00,0.00,0.00,24.59,13.40,3.58,
2026-07-30,06:38:55.007,0.14,1.29,0.11,0.85,3.30,115.99,13.93,0.54,0.71,0.0108,0.0013,12.46,9.34,65,10738.35,8321.19,3878.90,1.29,10.75,0.14,1.15,12.67,29.23,0.00,42.41,15.69,100.00,0.00,0.00,0.00,28.78,17.44,3.60,
2026-07-30,06:38:56.007,0.05,0.84,0.05,0.71,2.76,81.94,11.37,0.57,0.43,0.0234,0.0032,10.14,8.30,66,3506.07,4155.11,3879.91,0.84,7.03,0.05,0.38,7.58,27.16,0.00,46.89,18.38,100.00,0.00,0.00,0.00,21.17,10.01,3.59,
2026-07-30,06:38:57.012,0.06,1.01,0.06,0.71,2.78,82.89,11.76,0.58,0.45,0.0179,0.0025,10.19,8.29,65,4618.42,4592.76,3880.79,1.01,8.38,0.06,0.50,8.29,24.00,0.00,48.74,18.97,100.00,0.00,0.00,0.00,21.93,10.74,3.60,
2026-07-30,06:38:58.010,0.06,0.97,0.06,0.70,2.74,81.21,11.44,0.58,0.45,0.0189,0.0027,10.03,8.23,66,4286.79,4402.50,3881.28,0.97,8.11,0.06,0.46,8.08,28.19,0.00,43.76,19.97,100.00,0.00,0.00,0.00,21.73,10.57,3.59,
2026-07-30,06:38:59.011,0.04,0.82,0.05,0.68,2.67,81.51,11.48,0.58,0.42,0.0241,0.0034,10.05,8.26,63,3377.22,4099.01,3880.53,0.82,6.87,0.04,0.36,7.72,22.56,0.00,48.35,21.37,100.00,0.00,0.00,0.00,21.15,9.75,3.84,
2026-07-30,06:39:00.011,0.10,1.10,0.09,0.83,3.24,100.49,14.26,0.56,0.54,0.0135,0.0019,11.45,8.34,62,7425.91,6742.30,3880.00,1.10,9.18,0.10,0.80,10.45,22.94,0.00,47.05,19.57,100.00,0.00,0.00,0.00,25.61,14.12,3.88,
2026-07-30,06:39:01.011,0.06,1.00,0.06,0.70,2.73,79.32,11.19,0.58,0.46,0.0184,0.0026,9.78,8.02,63,4322.35,4309.48,3879.39,1.00,8.36,0.06,0.46,7.94,26.07,0.00,44.96,21.02,100.00,0.00,0.00,0.00,21.77,10.37,3.83,
2026-07-30,06:39:02.011,0.04,0.84,0.05,0.66,2.58,80.49,11.19,0.57,0.43,0.0239,0.0033,9.91,8.18,61,3360.69,4002.64,3881.23,0.84,7.00,0.04,0.36,7.78,26.63,0.00,44.26,21.33,100.00,0.00,0.00,0.00,21.20,9.70,3.95,
2026-07-30,06:39:03.011,0.06,1.00,0.06,0.71,2.75,84.72,11.73,0.57,0.47,0.0182,0.0025,10.24,8.32,63,4652.81,4645.70,3880.48,1.00,8.35,0.06,0.50,8.48,27.58,0.00,44.25,19.69,100.00,0.00,0.00,0.00,22.56,10.94,4.04,
2026-07-30,06:39:04.012,0.06,0.99,0.06,0.69,2.68,83.38,11.68,0.57,0.46,0.0189,0.0026,10.12,8.26,62,4419.33,4475.15,3882.13,0.99,8.23,0.06,0.47,8.38,28.43,0.00,43.66,19.53,100.00,0.00,0.00,0.00,22.23,10.60,4.04,
2026-07-30,06:39:05.012,0.04,0.84,0.05,0.69,2.68,80.98,11.33,0.58,0.43,0.0234,0.0033,9.92,8.11,61,3464.70,4145.37,3876.24,0.84,6.96,0.04,0.37,7.77,32.30,0.00,40.02,19.91,100.00,0.00,0.00,0.00,21.49,10.02,3.92,
2026-07-30,06:39:06.013,0.06,0.97,0.06,0.73,2.85,85.34,12.05,0.57,0.47,0.0182,0.0026,10.28,8.31,65,4683.06,4824.19,3878.29,0.97,8.09,0.06,0.50,8.52,30.01,0.00,41.62,19.85,100.00,0.00,0.00,0.00,22.93,11.34,4.01,
2026-07-30,06:39:07.014,0.19,1.69,0.11,0.73,2.84,95.18,14.36,0.57,0.64,0.0065,0.0010,10.94,8.55,49,14570.62,8645.33,3882.25,1.69,14.04,0.19,1.56,15.28,33.30,0.00,39.41,12.02,100.00,0.00,0.00,0.00,30.45,18.81,3.95,
2026-07-30,06:39:08.014,0.07,1.09,0.07,0.69,2.71,92.90,11.69,0.56,0.64,0.0168,0.0021,10.76,8.63,65,5534.99,5094.05,3878.32,1.09,9.05,0.07,0.59,9.46,28.13,0.00,44.42,17.99,100.00,0.00,0.00,0.00,23.02,11.42,3.99,
2026-07-30,06:39:09.013,0.08,1.21,0.07,0.74,2.88,86.00,12.06,0.56,0.45,0.0138,0.0019,10.38,8.39,65,6250.04,5152.91,3878.23,1.21,10.11,0.08,0.67,8.99,26.30,0.00,46.44,18.27,100.00,0.00,0.00,0.00,24.16,12.49,4.10,
2026-07-30,06:39:10.013,0.05,0.86,0.06,0.68,2.67,82.97,11.61,0.57,0.45,0.0226,0.0032,10.10,8.28,65,3677.79,4266.35,3877.93,0.86,7.18,0.05,0.40,8.04,30.60,0.00,41.71,19.64,100.00,0.00,0.00,0.00,21.82,10.06,4.15,
2026-07-30,06:39:11.013,0.06,0.99,0.06,0.68,2.66,84.32,11.72,0.57,0.39,0.0187,0.0026,10.23,8.34,65,4511.54,4545.19,3879.40,0.99,8.27,0.06,0.48,8.59,24.00,0.00,47.75,19.67,100.00,0.00,0.00,0.00,22.13,10.57,4.00,
2026-07-30,06:39:12.013,0.08,1.17,0.07,0.70,2.73,89.06,12.10,0.56,0.53,0.0149,0.0020,10.53,8.41,63,5972.64,5126.50,3878.54,1.17,9.71,0.08,0.64,9.45,35.89,0.00,38.43,16.23,100.00,0.00,0.00,0.00,23.86,12.11,4.14,
2026-07-30,06:39:13.013,0.04,0.84,0.05,0.69,2.68,79.89,11.23,0.58,0.44,0.0231,0.0032,9.92,8.15,65,3464.52,4119.82,3882.03,0.84,7.01,0.04,0.37,7.71,30.83,0.00,39.94,21.51,100.00,0.00,0.00,0.00,20.87,9.76,3.52,
2026-07-30,06:39:14.014,0.06,0.97,0.06,0.71,2.76,80.75,11.57,0.58,0.45,0.0185,0.0027,9.96,8.14,62,4356.78,4498.97,3880.93,0.97,8.07,0.06,0.47,8.20,29.19,0.00,41.85,20.76,100.00,0.00,0.00,0.00,22.00,10.79,3.66,
2026-07-30,06:39:15.014,0.06,0.98,0.06,0.70,2.72,81.33,11.65,0.57,0.45,0.0189,0.0027,10.02,8.27,65,4314.23,4411.54,3878.15,0.98,8.15,0.06,0.46,8.17,26.80,0.00,47.31,17.72,100.00,0.00,0.00,0.00,22.15,10.51,4.07,
2026-07-30,06:39:16.014,0.04,0.82,0.05,0.68,2.65,80.31,11.51,0.58,0.42,0.0239,0.0034,9.90,8.21,66,3367.10,4083.46,3876.84,0.82,6.87,0.04,0.36,7.76,25.81,0.00,47.14,19.29,100.00,0.00,0.00,0.00,21.57,9.97,4.04,
2026-07-30,06:39:17.014,0.06,0.97,0.06,0.68,2.67,82.49,11.66,0.58,0.46,0.0187,0.0026,10.12,8.28,65,4403.50,4528.87,3881.89,0.97,8.10,0.06,0.47,8.54,26.52,0.00,46.87,18.07,100.00,0.00,0.00,0.00,22.53,10.77,4.18,
2026-07-30,06:39:18.016,0.06,0.95,0.06,0.70,2.71,83.63,11.75,0.57,0.58,0.0186,0.0026,10.21,8.29,67,4498.53,4759.06,3880.73,0.95,7.88,0.06,0.48,8.81,34.55,0.00,39.28,17.37,100.00,0.00,0.00,0.00,22.93,11.23,4.11,
2026-07-30,06:39:19.016,0.04,0.83,0.05,0.68,2.65,80.91,11.43,0.57,0.43,0.0241,0.0034,9.99,8.26,66,3363.80,4059.16,3881.31,0.83,6.91,0.04,0.36,7.68,28.94,0.00,43.70,19.68,100.00,0.00,0.00,0.00,21.39,9.79,4.03,
2026-07-30,06:39:20.017,0.13,1.60,0.08,0.63,2.47,86.49,12.69,0.58,0.48,0.0083,0.0012,10.38,8.38,66,10415.46,6518.31,3877.41,1.60,13.32,0.13,1.12,13.27,27.65,0.00,46.48,12.60,100.00,0.00,0.00,0.00,26.20,14.86,3.78,
2026-07-30,06:39:21.015,0.07,1.10,0.06,0.69,2.70,81.57,11.87,0.58,0.46,0.0156,0.0023,10.07,8.25,66,5237.18,4772.30,3877.64,1.10,9.15,0.07,0.56,8.89,24.39,0.00,50.15,16.57,100.00,0.00,0.00,0.00,22.75,11.36,3.83,
2026-07-30,06:39:22.015,0.05,0.85,0.05,0.69,2.68,81.88,11.50,0.57,0.43,0.0228,0.0032,10.06,8.26,67,3589.52,4219.65,3878.57,0.85,7.09,0.05,0.39,7.93,25.73,0.00,46.46,19.88,100.00,0.00,0.00,0.00,21.59,9.97,4.05,
2026-07-30,06:39:23.017,0.06,0.97,0.06,0.71,2.76,82.99,11.74,0.57,0.45,0.0191,0.0027,10.13,8.28,67,4343.29,4483.46,3880.98,0.97,8.07,0.06,0.47,8.15,22.03,0.00,50.94,18.88,100.00,0.00,0.00,0.00,22.47,10.71,4.21,
2026-07-30,06:39:24.016,0.04,0.83,0.05,0.68,2.65,80.98,11.52,0.58,0.42,0.0240,0.0034,9.98,8.26,67,3372.90,4086.83,3878.65,0.83,6.88,0.04,0.36,7.74,25.89,0.00,45.82,20.56,100.00,0.00,0.00,0.00,21.66,9.94,4.15,
2026-07-30,06:39:25.017,0.06,0.98,0.06,0.69,2.69,82.28,11.77,0.57,0.46,0.0188,0.0027,10.09,8.28,66,4368.76,4468.61,3881.48,0.98,8.15,0.06,0.47,8.33,25.68,0.00,46.63,19.35,100.00,0.00,0.00,0.00,22.22,10.55,4.07,
2026-07-30,06:39:26.019,0.06,0.98,0.06,0.70,2.74,82.35,11.81,0.57,0.45,0.0183,0.0026,10.12,8.27,65,4504.23,4584.38,3878.08,0.98,8.19,0.06,0.48,8.43,25.45,0.00,49.85,16.27,100.00,0.00,0.00,0.00,22.40,10.88,3.96,
2026-07-30,06:39:27.017,0.04,0.83,0.05,0.67,2.63,80.00,11.42,0.58,0.43,0.0236,0.0034,9.97,8.22,65,3394.44,4089.70,3877.25,0.83,6.92,0.04,0.36,7.82,26.02,0.00,45.61,20.55,100.00,0.00,0.00,0.00,21.11,9.81,3.73,
2026-07-30,06:39:28.017,0.06,0.97,0.06,0.71,2.75,80.99,11.69,0.58,0.45,0.0186,0.0027,10.00,8.27,65,4344.17,4461.47,3879.22,0.97,8.11,0.06,0.47,8.14,27.49,0.00,44.44,19.93,100.00,0.00,0.00,0.00,22.14,10.67,3.86,
2026-07-30,06:39:29.017,0.06,0.98,0.06,0.71,2.77,81.07,11.70,0.57,0.45,0.0187,0.0027,10.02,8.24,65,4347.05,4432.82,3878.02,0.98,8.17,0.06,0.47,8.06,28.32,0.00,45.99,17.63,100.00,0.00,0.00,0.00,22.23,10.71,3.95,
2026-07-30,06:39:30.017,0.04,0.82,0.05,0.68,2.67,81.60,11.57,0.58,0.42,0.0242,0.0034,10.08,8.28,65,3372.64,4127.61,3878.32,0.82,6.81,0.04,0.36,7.77,24.69,0.00,49.99,17.55,100.00,0.00,0.00,0.00,21.58,9.87,4.13,
2026-07-30,06:39:31.018,0.07,1.11,0.06,0.72,2.82,84.20,11.74,0.57,0.44,0.0158,0.0022,10.23,8.32,63,5344.52,4798.78,3878.23,1.11,9.28,0.07,0.57,8.55,27.82,0.00,44.33,19.30,100.00,0.00,0.00,0.00,22.92,11.29,4.04,
2026-07-30,06:39:32.018,0.06,1.03,0.06,0.70,2.75,81.40,11.62,0.58,0.43,0.0179,0.0026,10.05,8.27,63,4546.22,4417.45,3879.04,1.03,8.58,0.06,0.49,8.08,29.04,0.00,44.00,18.88,100.00,0.00,0.00,0.00,22.44,10.66,4.23,
2026-07-30,06:39:33.018,0.04,0.82,0.05,0.68,2.64,82.07,11.56,0.58,0.42,0.0244,0.0034,10.07,8.27,65,3370.49,4104.39,3878.15,0.82,6.84,0.04,0.36,7.81,27.08,0.00,49.89,15.22,100.00,0.00,0.00,0.00,21.37,9.74,4.08,
2026-07-30,06:39:34.018,0.06,1.02,0.06,0.71,2.77,82.63,11.59,0.57,0.44,0.0180,0.0025,10.10,8.25,66,4602.25,4496.53,3879.67,1.02,8.53,0.06,0.49,8.15,25.92,0.00,46.12,19.81,100.00,0.00,0.00,0.00,22.25,10.65,4.03,
2026-07-30,06:39:35.020,0.11,1.47,0.08,0.68,2.65,84.22,12.22,0.57,0.45,0.0098,0.0014,10.18,8.28,65,8615.27,5846.20,3878.62,1.47,12.28,0.11,0.93,11.10,28.83,0.00,44.89,15.18,100.00,0.00,0.00,0.00,25.27,13.76,3.95,
2026-07-30,06:39:36.020,0.10,1.39,0.07,0.64,2.51,83.47,11.90,0.57,0.47,0.0108,0.0015,10.14,8.32,65,7746.28,5555.54,3881.38,1.39,11.62,0.10,0.83,11.13,29.15,0.00,41.46,18.26,100.00,0.00,0.00,0.00,24.67,13.19,3.91,
2026-07-30,06:39:37.020,0.06,1.01,0.06,0.71,2.77,81.63,11.37,0.58,0.45,0.0179,0.0025,10.05,8.24,65,4569.44,4543.76,3878.92,1.01,8.38,0.06,0.49,8.23,24.42,0.00,48.48,18.86,100.00,0.00,0.00,0.00,21.86,10.67,3.63,
2026-07-30,06:39:38.019,0.04,0.82,0.05,0.68,2.66,80.91,11.21,0.57,0.45,0.0239,0.0033,9.97,8.23,66,3379.01,4102.10,3875.74,0.82,6.86,0.04,0.36,7.76,25.75,0.00,45.09,21.40,100.00,0.00,0.00,0.00,21.25,9.65,4.04,
2026-07-30,06:39:39.021,0.06,0.99,0.06,0.72,2.80,81.34,11.36,0.57,0.45,0.0184,0.0026,10.01,8.21,66,4416.98,4472.54,3879.77,0.99,8.23,0.06,0.47,8.03,25.62,0.00,44.49,21.86,100.00,0.00,0.00,0.00,21.91,10.64,3.72,
2026-07-30,06:39:40.018,0.06,1.01,0.06,0.71,2.76,81.11,11.13,0.57,0.45,0.0183,0.0025,9.95,8.18,65,4420.94,4393.24,3879.92,1.01,8.39,0.06,0.47,8.01,25.46,0.00,44.98,21.55,100.00,0.00,0.00,0.00,21.71,10.51,3.65,
2026-07-30,06:39:41.019,0.04,0.83,0.05,0.68,2.67,80.76,11.16,0.57,0.45,0.0239,0.0033,9.99,8.26,62,3376.61,4078.65,3878.46,0.83,6.90,0.04,0.36,7.68,26.93,0.00,42.96,22.43,100.00,0.00,0.00,0.00,20.68,9.48,3.66,
2026-07-30,06:39:42.019,0.08,1.18,0.07,0.74,2.90,89.57,11.92,0.55,0.55,0.0142,0.0019,10.54,8.41,62,6290.17,5314.48,3877.12,1.18,9.86,0.08,0.68,9.21,32.48,0.00,38.37,19.94,100.00,0.00,0.00,0.00,23.77,12.60,3.57,
2026-07-30,06:39:43.019,0.06,0.94,0.06,0.84,3.26,82.95,11.63,0.57,0.42,0.0185,0.0026,10.15,8.27,61,4478.57,4758.02,3881.93,0.94,7.84,0.06,0.48,7.34,28.59,0.00,44.92,19.15,100.00,0.00,0.00,0.00,23.01,12.17,3.25,
2026-07-30,06:39:44.019,0.04,0.78,0.06,0.80,3.11,81.53,11.44,0.57,0.42,0.0242,0.0034,10.02,8.23,60,3375.15,4325.82,3878.51,0.78,6.50,0.04,0.36,6.99,29.80,0.00,43.70,19.52,100.00,0.00,0.00,0.00,22.00,11.04,3.40,
2026-07-30,06:39:45.019,0.06,0.96,0.06,0.81,3.15,82.81,11.68,0.57,0.42,0.0184,0.0026,10.12,8.23,61,4499.10,4683.64,3877.29,0.96,8.00,0.06,0.48,7.47,25.31,0.00,49.18,18.04,100.00,0.00,0.00,0.00,23.00,11.85,3.59,
2026-07-30,06:39:46.020,0.06,0.95,0.06,0.80,3.10,82.62,11.64,0.56,0.39,0.0191,0.0027,10.08,8.26,61,4325.85,4533.76,3881.61,0.95,7.95,0.06,0.46,7.34,25.40,0.00,46.87,20.39,100.00,0.00,0.00,0.00,23.07,11.42,4.08,
2026-07-30,06:39:47.020,0.04,0.80,0.05,0.73,2.85,80.87,11.42,0.57,0.41,0.0244,0.0035,10.02,8.30,61,3309.56,4126.01,3880.39,0.80,6.68,0.04,0.36,7.26,29.98,0.00,41.80,20.95,100.00,0.00,0.00,0.00,21.15,10.23,3.35,
2026-07-30,06:39:48.021,0.06,0.97,0.06,0.69,2.70,83.27,11.87,0.57,0.58,0.0180,0.0026,10.15,8.28,65,4632.38,4770.29,3878.75,0.97,8.09,0.06,0.50,8.87,39.09,0.00,34.56,17.48,100.00,0.00,0.00,0.00,22.17,11.18,3.39,
2026-07-30,06:39:49.020,0.06,0.98,0.06,0.71,2.79,82.14,11.73,0.58,0.45,0.0189,0.0027,10.09,8.29,62,4351.68,4458.00,3876.66,0.98,8.13,0.06,0.47,8.04,24.40,0.00,47.98,19.58,100.00,0.00,0.00,0.00,21.47,10.49,3.41,
2026-07-30,06:39:50.021,0.04,0.81,0.05,0.69,2.68,82.07,11.58,0.58,0.43,0.0243,0.0034,10.14,8.31,61,3375.57,4163.39,3882.83,0.81,6.76,0.04,0.36,7.82,25.57,0.00,49.17,17.44,100.00,0.00,0.00,0.00,20.79,9.84,3.38,
2026-07-30,06:39:51.021,0.06,0.95,0.06,0.74,2.88,81.75,11.72,0.58,0.45,0.0189,0.0027,10.06,8.21,65,4336.61,4564.95,3877.89,0.95,7.92,0.06,0.47,7.97,22.70,0.00,48.78,20.55,100.00,0.00,0.00,0.00,21.90,10.91,3.43,
2026-07-30,06:39:52.023,0.04,0.83,0.05,0.68,2.64,81.07,11.48,0.58,0.42,0.0240,0.0034,10.00,8.26,65,3374.44,4085.62,3876.87,0.83,6.88,0.04,0.36,7.78,24.42,0.00,47.91,19.89,100.00,0.00,0.00,0.00,20.52,9.57,3.37,
2026-07-30,06:39:53.020,0.09,1.28,0.07,0.68,2.66,83.44,12.15,0.58,0.47,0.0122,0.0018,10.20,8.32,61,6836.70,5334.20,3876.44,1.28,10.68,0.09,0.73,10.08,32.36,0.00,40.03,17.54,100.00,0.00,0.00,0.00,23.70,12.68,3.44,
2026-07-30,06:39:54.022,0.14,1.59,0.09,0.70,2.71,86.35,12.74,0.58,0.50,0.0079,0.0012,10.37,8.39,63,10986.55,6915.38,3887.79,1.59,13.24,0.14,1.18,12.81,30.16,0.00,43.84,13.19,100.00,0.00,0.00,0.00,27.29,16.32,3.37,
2026-07-30,06:39:55.020,0.04,0.77,0.06,0.80,3.12,81.58,11.53,0.57,0.42,0.0242,0.0034,10.05,8.27,63,3370.63,4363.44,3869.66,0.77,6.44,0.04,0.36,7.03,30.44,0.00,43.83,18.70,100.00,0.00,0.00,0.00,22.04,11.08,3.38,
2026-07-30,06:39:56.020,0.06,0.96,0.06,0.72,2.80,82.35,11.74,0.58,0.46,0.0189,0.0027,10.20,8.33,63,4350.38,4509.12,3877.65,0.96,8.04,0.06,0.47,8.11,31.12,0.00,41.34,19.44,100.00,0.00,0.00,0.00,21.88,10.84,3.47,
2026-07-30,06:39:57.021,0.06,0.96,0.06,0.72,2.80,81.70,11.72,0.58,0.45,0.0188,0.0027,10.14,8.27,63,4339.64,4512.39,3881.95,0.96,8.01,0.06,0.47,8.10,29.53,0.00,41.10,21.27,100.00,0.00,0.00,0.00,21.75,10.78,3.40,
2026-07-30,06:39:58.021,0.04,0.81,0.05,0.70,2.74,80.98,11.42,0.58,0.43,0.0240,0.0034,10.06,8.21,62,3373.73,4141.93,3880.80,0.81,6.79,0.04,0.36,7.60,30.40,0.00,39.99,22.02,100.00,0.00,0.00,0.00,21.15,10.14,3.40,
2026-07-30,06:39:59.021,0.06,0.97,0.06,0.75,2.91,82.01,11.76,0.58,0.43,0.0182,0.0026,10.19,8.33,66,4505.87,4631.48,3877.61,0.97,8.11,0.06,0.48,8.00,28.95,0.00,44.36,18.69,100.00,0.00,0.00,0.00,22.48,11.49,3.43,
2026-07-30,06:40:00.021,0.06,0.99,0.06,0.72,2.83,80.92,11.78,0.58,0.42,0.0181,0.0026,10.09,8.26,63,4481.98,4540.59,3875.86,0.99,8.23,0.06,0.48,8.09,29.78,0.00,44.33,17.81,100.00,0.00,0.00,0.00,21.91,10.92,3.42,
2026-07-30,06:40:01.020,0.04,0.83,0.05,0.69,2.68,78.46,11.31,0.59,0.43,0.0234,0.0034,9.84,8.14,61,3351.22,4050.71,3879.47,0.83,6.89,0.04,0.36,7.59,32.85,0.00,39.56,20.01,100.00,0.00,0.00,0.00,20.91,9.86,3.46,
2026-07-30,06:40:02.022,0.06,0.99,0.06,0.70,2.75,82.70,11.71,0.58,0.44,0.0183,0.0026,10.27,8.38,65,4507.58,4557.15,3882.02,0.99,8.24,0.06,0.48,8.33,27.62,0.00,45.81,18.24,100.00,0.00,0.00,0.00,22.04,10.95,3.49,
2026-07-30,06:40:03.021,0.06,0.99,0.06,0.70,2.72,80.93,11.29,0.58,0.45,0.0181,0.0025,10.14,8.28,65,4462.38,4490.13,3879.17,0.99,8.28,0.06,0.48,8.31,26.56,0.00,47.44,17.69,100.00,0.00,0.00,0.00,21.65,10.54,3.54,
2026-07-30,06:40:04.023,0.04,0.82,0.05,0.67,2.63,80.18,11.09,0.58,0.44,0.0237,0.0033,9.99,8.25,67,3376.97,4124.01,3882.13,0.82,6.82,0.04,0.36,7.88,21.13,0.00,50.78,20.21,100.00,0.00,0.00,0.00,20.90,9.72,3.59,
2026-07-30,06:40:05.023,0.06,1.00,0.06,0.72,2.79,80.58,11.64,0.59,0.42,0.0179,0.0026,10.09,8.25,66,4497.22,4497.61,3877.40,1.00,8.33,0.06,0.48,8.11,27.26,0.00,46.98,17.65,100.00,0.00,0.00,0.00,22.12,10.99,3.56,
2026-07-30,06:40:06.023,0.04,0.83,0.05,0.70,2.72,78.79,11.32,0.58,0.42,0.0232,0.0033,9.85,8.11,58,3398.29,4098.09,3880.65,0.83,6.91,0.04,0.36,7.56,27.32,0.00,45.87,19.24,100.00,0.00,0.00,0.00,20.69,9.59,3.53,
2026-07-30,06:40:07.024,0.06,1.00,0.06,0.71,2.76,81.19,11.52,0.58,0.47,0.0180,0.0026,10.08,8.28,67,4505.42,4503.12,3881.39,1.00,8.34,0.06,0.48,8.21,26.91,0.00,45.06,19.82,100.00,0.00,0.00,0.00,21.93,10.74,3.57,
2026-07-30,06:40:08.025,0.06,1.01,0.06,0.72,2.81,81.71,11.47,0.57,0.46,0.0178,0.0025,10.09,8.19,67,4580.21,4545.90,3879.77,1.01,8.40,0.06,0.49,8.14,28.81,0.00,42.14,20.91,100.00,0.00,0.00,0.00,21.89,10.78,3.54,
2026-07-30,06:40:09.025,0.04,0.83,0.05,0.69,2.68,79.34,11.22,0.58,0.45,0.0232,0.0033,9.90,8.11,65,3427.10,4115.76,3881.86,0.83,6.94,0.04,0.37,7.71,27.29,0.00,44.16,20.84,100.00,0.00,0.00,0.00,20.90,9.81,3.53,
2026-07-30,06:40:10.025,0.06,1.00,0.06,0.72,2.83,82.29,11.77,0.58,0.43,0.0180,0.0026,10.20,8.31,66,4562.41,4582.22,3877.17,1.00,8.30,0.06,0.49,8.15,21.46,0.00,50.27,20.11,100.00,0.00,0.00,0.00,21.83,10.67,3.58,
2026-07-30,06:40:11.025,0.06,0.99,0.06,0.72,2.81,81.31,11.57,0.57,0.43,0.0183,0.0026,10.15,8.30,67,4443.93,4480.63,3878.02,0.99,8.27,0.06,0.48,8.02,22.16,0.00,49.35,20.47,100.00,0.00,0.00,0.00,21.74,10.57,3.62,
2026-07-30,06:40:12.025,0.07,1.11,0.06,0.68,2.67,88.29,11.68,0.56,0.54,0.0163,0.0022,10.51,8.39,63,5406.00,4881.42,3878.83,1.11,9.23,0.07,0.58,9.20,35.55,0.00,35.71,19.53,100.00,0.00,0.00,0.00,22.46,11.26,3.57,
