System,System,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,Proc Energy (Joules),Power Plane 0 Energy (Joules),Power Plane 1 Energy (Joules),
Date,Time,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C4res%,C6res%,SKT0,SKT0,SKT0,
2026-07-30,06:37:14.990,0.04,0.82,0.05,0.71,2.75,79.81,11.52,0.58,0.42,0.0237,0.0034,9.99,8.21,67,3371.27,4112.98,3877.15,0.82,6.83,0.04,0.36,7.52,27.13,0.00,45.27,20.08,100.00,0.00,0.00,0.00,21.08,10.14,3.39,
2026-07-30,06:37:15.990,0.06,0.98,0.06,0.71,2.77,81.04,11.72,0.58,0.43,0.0184,0.0027,10.09,8.28,66,4399.13,4480.67,3878.02,0.98,8.18,0.06,0.47,8.13,29.15,0.00,42.12,20.60,100.00,0.00,0.00,0.00,21.82,10.86,3.39,
2026-07-30,06:37:16.991,0.09,1.26,0.07,0.70,2.72,84.23,12.03,0.57,0.54,0.0121,0.0017,10.38,8.37,56,6955.18,5503.65,3879.86,1.26,10.53,0.09,0.75,10.18,34.87,0.00,36.14,18.81,100.00,0.00,0.00,0.00,23.74,12.70,3.46,
2026-07-30,06:37:17.992,0.06,1.00,0.06,0.67,2.60,84.53,11.79,0.58,0.53,0.0174,0.0024,10.32,8.28,67,4858.08,4860.64,3882.26,1.00,8.33,0.06,0.52,9.37,29.80,0.00,46.94,13.89,100.00,0.00,0.00,0.00,22.46,11.44,3.42,
2026-07-30,06:37:18.992,0.06,0.98,0.06,0.70,2.71,82.34,11.73,0.58,0.47,0.0184,0.0026,10.20,8.24,67,4484.20,4594.55,3878.83,0.98,8.13,0.06,0.48,8.51,27.26,0.00,44.56,19.67,100.00,0.00,0.00,0.00,21.73,10.73,3.42,
2026-07-30,06:37:19.993,0.06,0.98,0.06,0.72,2.80,81.76,11.72,0.58,0.47,0.0184,0.0026,10.17,8.30,67,4448.19,4541.47,3881.46,0.98,8.16,0.06,0.48,8.14,29.30,0.00,42.36,20.20,100.00,0.00,0.00,0.00,21.75,10.78,3.40,
2026-07-30,06:37:20.993,0.04,0.82,0.05,0.70,2.73,80.59,11.50,0.58,0.43,0.0240,0.0034,10.13,8.31,67,3362.64,4078.64,3878.71,0.82,6.87,0.04,0.36,7.52,28.19,0.00,43.45,20.84,100.00,0.00,0.00,0.00,20.72,9.61,3.53,
2026-07-30,06:37:21.993,0.06,1.01,0.06,0.71,2.77,79.94,11.47,0.58,0.46,0.0176,0.0025,9.93,8.11,66,4535.93,4490.07,3877.80,1.01,8.42,0.06,0.49,8.16,31.94,0.00,40.67,19.22,100.00,0.00,0.00,0.00,21.86,10.86,3.43,
2026-07-30,06:37:22.993,0.06,0.97,0.06,0.73,2.85,80.08,11.52,0.58,0.46,0.0186,0.0027,10.01,8.16,65,4313.16,4462.40,3879.45,0.97,8.05,0.06,0.46,7.88,25.84,0.00,47.16,19.12,100.00,0.00,0.00,0.00,21.73,10.72,3.46,
2026-07-30,06:37:23.993,0.05,0.86,0.06,0.72,2.79,82.98,11.49,0.58,0.48,0.0214,0.0030,10.31,8.33,61,3879.07,4490.32,3875.78,0.86,7.20,0.05,0.42,8.08,25.57,0.00,46.01,20.34,100.00,0.00,0.00,0.00,21.42,10.24,3.61,
2026-07-30,06:37:24.994,0.12,1.44,0.09,0.74,2.87,90.64,12.55,0.56,0.49,0.0095,0.0013,10.74,8.47,67,9540.61,6602.90,3879.97,1.44,12.04,0.12,1.02,11.56,38.51,0.00,34.36,15.56,100.00,0.00,0.00,0.00,26.02,14.78,3.58,
2026-07-30,06:37:25.993,0.05,0.84,0.05,0.71,2.77,79.64,11.28,0.57,0.44,0.0228,0.0032,10.00,8.21,60,3500.00,4149.72,3881.49,0.84,7.03,0.05,0.38,7.52,27.65,0.00,46.15,18.68,100.00,0.00,0.00,0.00,21.16,10.00,3.61,
2026-07-30,06:37:26.994,0.06,0.99,0.06,0.72,2.79,80.40,11.50,0.58,0.47,0.0178,0.0026,10.00,8.15,66,4510.66,4542.80,3878.10,0.99,8.27,0.06,0.48,8.19,27.34,0.00,45.17,19.30,100.00,0.00,0.00,0.00,21.98,10.84,3.59,
2026-07-30,06:37:27.994,0.06,0.99,0.06,0.69,2.71,83.61,11.62,0.58,0.47,0.0184,0.0026,10.25,8.29,62,4538.18,4570.29,3880.97,0.99,8.27,0.06,0.49,8.48,29.29,0.00,41.95,20.28,100.00,0.00,0.00,0.00,22.11,10.95,3.57,
2026-07-30,06:37:28.995,0.05,0.92,0.06,0.69,2.69,83.06,11.45,0.58,0.45,0.0207,0.0028,10.24,8.29,61,4019.56,4372.81,3877.92,0.92,7.66,0.05,0.43,8.18,31.68,0.00,40.33,19.80,100.00,0.00,0.00,0.00,21.35,10.15,3.63,
2026-07-30,06:37:29.995,0.06,1.02,0.06,0.72,2.82,82.58,11.71,0.57,0.46,0.0175,0.0025,10.25,8.31,65,4717.62,4626.31,3878.20,1.02,8.50,0.06,0.51,8.26,31.99,0.00,39.90,19.84,100.00,0.00,0.00,0.00,22.12,10.89,3.66,
2026-07-30,06:37:30.994,0.06,0.98,0.06,0.68,2.67,82.65,11.56,0.58,0.48,0.0184,0.0026,10.22,8.30,66,4483.65,4557.28,3878.84,0.98,8.20,0.06,0.48,8.60,23.44,0.00,51.21,16.75,100.00,0.00,0.00,0.00,21.86,10.57,3.71,
2026-07-30,06:37:31.994,0.05,0.84,0.05,0.69,2.70,82.35,11.45,0.58,0.44,0.0232,0.0032,10.21,8.30,65,3555.98,4231.46,3878.38,0.84,7.00,0.05,0.38,7.86,23.49,0.00,48.94,19.71,100.00,0.00,0.00,0.00,21.03,9.97,3.49,
2026-07-30,06:37:32.997,0.06,0.98,0.06,0.72,2.83,81.88,11.53,0.58,0.46,0.0187,0.0026,10.15,8.26,67,4377.24,4467.06,3881.65,0.98,8.17,0.06,0.47,7.94,25.24,0.00,45.85,20.97,100.00,0.00,0.00,0.00,21.67,10.52,3.59,
2026-07-30,06:37:33.997,0.06,0.98,0.06,0.72,2.81,79.79,11.45,0.58,0.46,0.0184,0.0026,9.95,8.16,63,4341.53,4426.20,3881.19,0.98,8.17,0.06,0.47,7.93,26.10,0.00,46.04,19.93,100.00,0.00,0.00,0.00,21.63,10.51,3.56,
2026-07-30,06:37:34.996,0.10,1.42,0.07,0.62,2.40,84.15,12.04,0.58,0.46,0.0105,0.0015,10.23,8.29,60,7987.65,5607.92,3879.64,1.42,11.87,0.10,0.86,11.75,24.74,0.00,49.36,14.15,100.00,0.00,0.00,0.00,24.25,13.03,3.66,
2026-07-30,06:37:35.996,0.06,0.99,0.06,0.70,2.73,82.17,11.73,0.57,0.46,0.0186,0.0027,10.17,8.29,62,4409.68,4460.45,3880.43,0.99,8.24,0.06,0.47,8.20,29.35,0.00,42.99,19.47,100.00,0.00,0.00,0.00,22.19,10.78,3.85,
2026-07-30,06:37:36.998,0.06,0.96,0.06,0.71,2.76,83.02,11.69,0.57,0.45,0.0192,0.0027,10.21,8.35,65,4323.44,4480.48,3882.55,0.96,8.04,0.06,0.46,8.17,26.87,0.00,43.44,21.52,100.00,0.00,0.00,0.00,22.10,10.82,3.68,
2026-07-30,06:37:37.997,0.04,0.84,0.05,0.68,2.65,80.65,11.30,0.57,0.43,0.0240,0.0034,10.01,8.26,61,3353.96,4005.86,3876.98,0.84,6.98,0.04,0.36,7.60,27.59,0.00,43.49,21.32,100.00,0.00,0.00,0.00,21.30,9.69,4.06,
2026-07-30,06:37:38.998,0.06,0.98,0.06,0.71,2.78,80.86,11.36,0.58,0.47,0.0186,0.0026,10.01,8.20,62,4339.63,4448.03,3882.33,0.98,8.13,0.06,0.47,8.03,28.18,0.00,43.45,20.35,100.00,0.00,0.00,0.00,22.08,10.73,3.80,
2026-07-30,06:37:39.999,0.05,0.87,0.05,0.70,2.71,81.31,11.27,0.57,0.44,0.0225,0.0031,10.05,8.21,54,3606.95,4158.06,3877.68,0.87,7.23,0.05,0.39,7.70,31.10,0.00,39.27,21.92,100.00,0.00,0.00,0.00,21.30,9.96,3.76,
2026-07-30,06:37:40.998,0.06,0.98,0.06,0.68,2.66,80.99,11.25,0.58,0.48,0.0188,0.0026,10.04,8.22,63,4303.18,4396.36,3878.34,0.98,8.16,0.06,0.46,8.31,26.03,0.00,46.28,19.39,100.00,0.00,0.00,0.00,21.77,10.42,3.80,
2026-07-30,06:37:41.998,0.07,1.06,0.07,0.70,2.72,87.46,11.90,0.56,0.51,0.0164,0.0022,10.46,8.40,61,5332.98,5041.41,3878.47,1.06,8.82,0.07,0.57,9.30,34.94,0.00,37.99,17.76,100.00,0.00,0.00,0.00,23.36,11.98,3.80,
2026-07-30,06:37:42.998,0.05,0.86,0.05,0.66,2.58,83.71,11.33,0.57,0.45,0.0234,0.0032,10.17,8.31,66,3582.72,4189.90,3877.11,0.86,7.13,0.05,0.38,8.18,27.59,0.00,42.27,21.96,100.00,0.00,0.00,0.00,21.36,9.80,3.99,
2026-07-30,06:37:43.998,0.06,1.00,0.06,0.70,2.73,82.70,11.45,0.57,0.47,0.0184,0.0025,10.12,8.24,65,4499.19,4497.18,3876.83,1.00,8.34,0.06,0.48,8.30,28.89,0.00,41.50,21.31,100.00,0.00,0.00,0.00,22.44,10.85,4.03,
2026-07-30,06:37:44.997,0.06,0.99,0.06,0.70,2.71,84.40,11.72,0.57,0.46,0.0188,0.0026,10.26,8.33,66,4499.27,4556.47,3876.17,0.99,8.23,0.06,0.48,8.45,26.43,0.00,44.89,20.23,100.00,0.00,0.00,0.00,22.58,10.90,4.12,
2026-07-30,06:37:45.998,0.05,0.84,0.05,0.66,2.57,82.47,11.47,0.57,0.44,0.0234,0.0033,10.07,8.26,65,3520.55,4169.48,3880.29,0.84,7.04,0.05,0.38,8.15,29.64,0.00,42.78,19.43,100.00,0.00,0.00,0.00,21.42,9.88,3.94,
2026-07-30,06:37:46.997,0.06,0.98,0.06,0.67,2.60,83.23,11.62,0.57,0.53,0.0185,0.0026,10.12,8.20,63,4499.28,4586.76,3878.12,0.98,8.17,0.06,0.48,8.86,31.27,0.00,40.70,19.17,100.00,0.00,0.00,0.00,22.17,10.86,3.76,
2026-07-30,06:37:47.996,0.13,1.53,0.08,0.66,2.58,87.12,12.51,0.57,0.51,0.0089,0.0013,10.40,8.36,61,9838.20,6427.98,3876.01,1.53,12.75,0.13,1.06,12.55,31.69,0.00,40.20,15.56,100.00,0.00,0.00,0.00,26.09,14.50,4.01,
2026-07-30,06:37:48.996,0.04,0.84,0.05,0.69,2.67,81.63,11.41,0.57,0.44,0.0235,0.0033,10.02,8.23,61,3474.78,4151.85,3877.78,0.84,6.97,0.04,0.37,7.81,24.90,0.00,46.31,20.98,100.00,0.00,0.00,0.00,20.99,9.78,3.62,
2026-07-30,06:37:49.997,0.06,0.99,0.06,0.71,2.75,84.08,11.76,0.57,0.46,0.0185,0.0026,10.26,8.34,63,4556.81,4624.29,3881.64,0.99,8.21,0.06,0.49,8.44,27.05,0.00,46.06,18.45,100.00,0.00,0.00,0.00,22.61,11.03,4.02,
2026-07-30,06:37:50.997,0.06,0.98,0.06,0.70,2.72,80.99,11.65,0.57,0.45,0.0186,0.0027,10.02,8.24,65,4363.48,4442.77,3877.93,0.98,8.18,0.06,0.47,8.20,28.12,0.00,43.18,20.50,100.00,0.00,0.00,0.00,21.77,10.56,3.65,
2026-07-30,06:37:51.997,0.04,0.83,0.05,0.67,2.61,80.82,11.48,0.57,0.42,0.0239,0.0034,10.00,8.29,65,3387.39,4090.53,3878.53,0.83,6.90,0.04,0.36,7.87,28.72,0.00,44.04,19.36,100.00,0.00,0.00,0.00,21.20,9.75,3.86,
2026-07-30,06:37:52.998,0.06,0.98,0.06,0.70,2.72,81.03,11.75,0.57,0.45,0.0187,0.0027,10.03,8.29,65,4341.84,4440.33,3881.89,0.98,8.15,0.06,0.47,8.20,29.54,0.00,42.33,19.94,100.00,0.00,0.00,0.00,22.15,10.55,4.03,
2026-07-30,06:37:53.998,0.05,0.91,0.06,0.70,2.72,81.33,11.62,0.57,0.43,0.0207,0.0030,10.04,8.28,51,3934.67,4303.33,3876.76,0.91,7.62,0.05,0.42,7.97,26.55,0.00,45.46,20.02,100.00,0.00,0.00,0.00,21.71,10.22,3.94,
2026-07-30,06:37:54.997,0.05,0.90,0.05,0.69,2.70,80.21,11.63,0.58,0.44,0.0212,0.0031,9.95,8.27,66,3775.74,4193.39,3878.93,0.90,7.50,0.05,0.41,7.81,31.12,0.00,40.33,20.74,100.00,0.00,0.00,0.00,21.70,10.19,3.93,
2026-07-30,06:37:55.998,0.06,0.98,0.06,0.70,2.72,81.66,11.73,0.57,0.45,0.0187,0.0027,10.09,8.30,66,4363.75,4455.30,3881.53,0.98,8.16,0.06,0.47,8.21,29.19,0.00,43.84,18.75,100.00,0.00,0.00,0.00,22.61,10.88,4.16,
2026-07-30,06:37:56.998,0.04,0.83,0.05,0.69,2.69,80.74,11.41,0.57,0.43,0.0239,0.0034,10.00,8.26,66,3377.92,4050.44,3877.41,0.83,6.95,0.04,0.36,7.57,30.73,0.00,41.55,20.15,100.00,0.00,0.00,0.00,21.65,9.96,4.13,
2026-07-30,06:37:57.998,0.06,0.99,0.06,0.71,2.76,80.37,11.70,0.57,0.45,0.0184,0.0027,9.93,8.20,66,4357.79,4420.80,3877.47,0.99,8.21,0.06,0.47,8.05,30.92,0.00,40.93,20.09,100.00,0.00,0.00,0.00,22.22,10.59,4.04,
2026-07-30,06:37:58.997,0.05,0.97,0.06,0.70,2.72,81.26,11.60,0.58,0.44,0.0191,0.0027,10.06,8.24,66,4265.12,4403.45,3877.24,0.97,8.07,0.05,0.46,8.14,31.63,0.00,39.72,20.50,100.00,0.00,0.00,0.00,21.99,10.51,3.94,
2026-07-30,06:37:59.999,0.11,1.46,0.08,0.65,2.52,85.22,12.15,0.58,0.43,0.0097,0.0014,10.34,8.43,63,8755.83,6004.54,3881.86,1.46,12.15,0.11,0.94,11.98,30.15,0.00,41.55,16.33,100.00,0.00,0.00,0.00,25.39,13.99,3.81,
2026-07-30,06:38:00.998,0.05,0.97,0.06,0.70,2.74,80.85,11.33,0.57,0.45,0.0190,0.0027,10.01,8.26,67,4265.72,4406.03,3878.09,0.97,8.07,0.05,0.46,8.09,27.90,0.00,41.55,22.46,100.00,0.00,0.00,0.00,22.08,10.59,3.93,
2026-07-30,06:38:01.998,0.06,0.99,0.06,0.68,2.67,80.82,11.28,0.57,0.47,0.0187,0.0026,10.07,8.29,66,4332.97,4398.29,3878.08,0.99,8.21,0.06,0.47,8.29,28.88,0.00,41.87,20.96,100.00,0.00,0.00,0.00,22.05,10.50,4.01,
2026-07-30,06:38:02.999,0.04,0.84,0.05,0.65,2.52,81.63,11.29,0.57,0.46,0.0234,0.0032,10.12,8.32,67,3491.80,4144.92,3882.63,0.84,7.02,0.04,0.37,8.25,27.58,0.00,47.64,16.53,100.00,0.00,0.00,0.00,21.43,9.86,4.03,
2026-07-30,06:38:04.000,0.06,0.97,0.06,0.69,2.67,81.43,11.73,0.58,0.45,0.0187,0.0027,10.07,8.27,67,4343.82,4485.80,3877.73,0.97,8.07,0.06,0.47,8.44,21.97,0.00,54.61,14.98,100.00,0.00,0.00,0.00,22.19,10.62,4.02,
2026-07-30,06:38:05.000,0.06,0.97,0.06,0.69,2.71,81.75,11.71,0.58,0.45,0.0189,0.0027,10.15,8.31,66,4335.30,4478.02,3881.28,0.97,8.07,0.06,0.47,8.30,25.94,0.00,48.06,17.70,100.00,0.00,0.00,0.00,21.62,10.44,3.62,
2026-07-30,06:38:06.001,0.04,0.83,0.05,0.66,2.59,79.07,11.36,0.58,0.42,0.0235,0.0034,9.90,8.20,61,3359.51,4037.96,3878.96,0.83,6.93,0.04,0.36,7.85,25.27,0.00,50.69,16.19,100.00,0.00,0.00,0.00,21.13,9.71,3.89,
2026-07-30,06:38:07.000,0.06,0.98,0.06,0.70,2.74,81.06,11.76,0.58,0.45,0.0187,0.0027,10.05,8.26,67,4340.26,4439.05,3876.01,0.98,8.15,0.06,0.47,8.14,30.49,0.00,43.29,18.08,100.00,0.00,0.00,0.00,21.94,10.52,3.84,
2026-07-30,06:38:08.000,0.06,1.02,0.06,0.73,2.84,82.04,11.79,0.57,0.44,0.0176,0.0025,10.13,8.29,64,4648.74,4571.76,3877.99,1.02,8.47,0.06,0.50,8.10,27.76,0.00,44.91,19.22,100.00,0.00,0.00,0.00,22.49,11.08,3.87,
2026-07-30,06:38:08.999,0.04,0.83,0.05,0.68,2.64,81.23,11.56,0.58,0.42,0.0240,0.0034,10.06,8.27,65,3379.14,4068.42,3879.48,0.83,6.92,0.04,0.36,7.76,24.46,0.00,50.02,17.76,100.00,0.00,0.00,0.00,21.28,9.79,3.95,
2026-07-30,06:38:09.999,0.06,1.01,0.06,0.72,2.80,82.35,11.77,0.57,0.42,0.0180,0.0026,10.10,8.24,67,4568.99,4514.33,3876.21,1.01,8.43,0.06,0.49,8.10,24.72,0.00,47.02,20.16,100.00,0.00,0.00,0.00,22.42,10.83,4.04,
2026-07-30,06:38:10.999,0.04,0.82,0.05,0.69,2.68,80.73,11.50,0.58,0.42,0.0239,0.0034,10.00,8.24,65,3378.72,4111.27,3879.05,0.82,6.85,0.04,0.36,7.70,27.10,0.00,45.69,19.52,100.00,0.00,0.00,0.00,21.10,9.79,3.78,
2026-07-30,06:38:12.001,0.15,1.60,0.09,0.68,2.64,91.30,13.03,0.57,0.55,0.0079,0.0011,10.68,8.48,63,11502.71,7197.70,3881.76,1.60,13.32,0.15,1.23,13.71,30.36,0.00,44.42,11.51,100.00,0.00,0.00,0.00,28.00,16.63,3.79,
2026-07-30,06:38:13.001,0.06,1.01,0.06,0.70,2.75,82.43,11.74,0.58,0.43,0.0183,0.0026,10.10,8.26,67,4502.74,4459.27,3877.49,1.01,8.41,0.06,0.48,8.16,25.64,0.00,46.01,20.20,100.00,0.00,0.00,0.00,22.32,10.78,3.97,
2026-07-30,06:38:14.001,0.04,0.83,0.05,0.68,2.64,81.24,11.42,0.58,0.43,0.0241,0.0034,10.03,8.29,62,3373.96,4070.07,3878.13,0.83,6.91,0.04,0.36,7.75,24.96,0.00,48.81,18.48,100.00,0.00,0.00,0.00,21.16,9.66,3.94,
2026-07-30,06:38:15.000,0.06,1.00,0.06,0.71,2.76,81.85,11.77,0.58,0.42,0.0183,0.0026,10.05,8.24,66,4465.79,4451.68,3878.79,1.00,8.36,0.06,0.48,8.12,25.18,0.00,46.79,19.92,100.00,0.00,0.00,0.00,22.57,10.85,4.18,
2026-07-30,06:38:16.000,0.06,1.01,0.06,0.70,2.74,82.94,11.71,0.57,0.43,0.0183,0.0026,10.12,8.28,63,4524.50,4482.31,3878.79,1.01,8.41,0.06,0.49,8.23,31.30,0.00,41.15,19.32,100.00,0.00,0.00,0.00,22.40,10.82,4.02,
2026-07-30,06:38:17.000,0.05,0.84,0.05,0.67,2.60,82.56,11.67,0.58,0.50,0.0233,0.0033,10.09,8.26,66,3540.31,4214.62,3876.86,0.84,7.00,0.05,0.38,8.16,31.84,0.00,43.31,16.69,100.00,0.00,0.00,0.00,21.96,10.33,4.08,
2026-07-30,06:38:18.000,0.06,0.98,0.06,0.72,2.82,83.74,11.74,0.57,0.51,0.0183,0.0026,10.19,8.30,65,4564.31,4676.15,3878.71,0.98,8.13,0.06,0.49,8.33,33.66,0.00,42.31,15.70,100.00,0.00,0.00,0.00,23.27,11.78,3.93,
2026-07-30,06:38:19.003,0.06,0.99,0.06,0.74,2.88,82.01,11.72,0.57,0.42,0.0184,0.0026,10.07,8.26,65,4459.95,4498.08,3878.72,0.99,8.26,0.06,0.48,7.84,25.60,0.00,47.73,18.83,100.00,0.00,0.00,0.00,22.97,11.38,4.02,
2026-07-30,06:38:20.000,0.04,0.82,0.05,0.69,2.69,81.28,11.60,0.59,0.42,0.0241,0.0034,10.01,8.24,65,3367.84,4108.11,3879.55,0.82,6.83,0.04,0.36,7.67,23.64,0.00,49.73,18.96,100.00,0.00,0.00,0.00,21.54,9.90,4.09,
2026-07-30,06:38:21.002,0.06,0.98,0.06,0.75,2.91,82.33,11.72,0.58,0.42,0.0185,0.0026,10.04,8.21,62,4455.05,4550.00,3881.48,0.98,8.16,0.06,0.48,7.86,25.90,0.00,50.03,16.20,100.00,0.00,0.00,0.00,23.08,11.48,4.05,
2026-07-30,06:38:22.003,0.06,1.01,0.06,0.71,2.78,81.48,11.70,0.58,0.42,0.0176,0.0025,10.01,8.22,66,4626.70,4559.54,3879.21,1.01,8.46,0.06,0.50,8.26,21.97,0.00,49.72,20.05,100.00,0.00,0.00,0.00,21.76,10.72,3.49,
2026-07-30,06:38:23.001,0.04,0.82,0.05,0.70,2.71,80.96,11.55,0.58,0.42,0.0241,0.0034,10.00,8.28,61,3361.95,4075.33,3880.74,0.82,6.87,0.04,0.36,7.56,27.72,0.00,43.97,20.75,100.00,0.00,0.00,0.00,21.22,9.77,3.89,
2026-07-30,06:38:24.003,0.07,1.09,0.06,0.69,2.67,82.25,11.82,0.58,0.43,0.0160,0.0023,10.08,8.27,62,5133.22,4699.32,3881.08,1.09,9.10,0.07,0.55,8.83,26.66,0.00,45.14,19.36,100.00,0.00,0.00,0.00,22.36,11.26,3.54,
2026-07-30,06:38:25.004,0.11,1.46,0.08,0.63,2.44,85.49,12.43,0.58,0.46,0.0099,0.0014,10.25,8.34,63,8623.12,5898.43,3879.99,1.46,12.18,0.11,0.93,12.14,27.40,0.00,49.07,11.39,100.00,0.00,0.00,0.00,25.57,14.07,3.93,
2026-07-30,06:38:26.004,0.06,0.98,0.06,0.70,2.72,83.39,11.84,0.58,0.47,0.0186,0.0026,10.15,8.26,62,4494.72,4565.87,3877.98,0.98,8.20,0.06,0.48,8.44,25.08,0.00,49.04,17.44,100.00,0.00,0.00,0.00,22.42,10.79,4.08,
2026-07-30,06:38:27.004,0.06,0.99,0.06,0.70,2.71,84.25,11.77,0.57,0.46,0.0183,0.0026,10.23,8.29,63,4596.60,4635.14,3878.79,0.99,8.26,0.06,0.49,8.60,26.64,0.00,45.22,19.55,100.00,0.00,0.00,0.00,22.06,10.91,3.57,
2026-07-30,06:38:28.004,0.04,0.82,0.05,0.69,2.71,80.80,11.60,0.58,0.42,0.0239,0.0034,9.94,8.21,64,3386.55,4127.52,3878.48,0.82,6.84,0.04,0.36,7.67,25.50,0.00,46.31,20.52,100.00,0.00,0.00,0.00,20.92,9.87,3.48,
2026-07-30,06:38:29.004,0.10,1.12,0.09,0.85,3.32,97.56,14.70,0.57,0.50,0.0126,0.0019,11.37,8.32,62,7763.34,6919.27,3878.58,1.12,9.35,0.10,0.83,10.49,24.98,0.00,44.91,19.62,100.00,0.00,0.00,0.00,26.16,15.12,3.43,
2026-07-30,06:38:30.004,0.06,0.98,0.06,0.70,2.75,80.15,11.41,0.58,0.47,0.0184,0.0026,9.97,8.23,63,4348.37,4453.75,3880.21,0.98,8.14,0.06,0.47,8.14,23.48,0.00,49.37,19.00,100.00,0.00,0.00,0.00,21.38,10.39,3.43,
2026-07-30,06:38:31.004,0.06,0.96,0.06,0.69,2.68,81.68,11.27,0.58,0.48,0.0190,0.0026,10.04,8.26,63,4298.47,4480.27,3879.28,0.96,8.00,0.06,0.46,8.42,23.06,0.00,49.86,18.66,100.00,0.00,0.00,0.00,21.09,10.03,3.49,
2026-07-30,06:38:32.004,0.06,0.97,0.06,0.69,2.68,80.64,11.38,0.58,0.47,0.0186,0.0026,10.05,8.26,63,4326.11,4460.73,3876.41,0.97,8.08,0.06,0.47,8.38,19.90,0.00,52.54,19.18,100.00,0.00,0.00,0.00,21.14,10.14,3.45,
2026-07-30,06:38:33.004,0.06,0.97,0.06,0.71,2.79,81.59,11.72,0.58,0.45,0.0188,0.0027,10.09,8.27,65,4329.33,4452.94,3876.96,0.97,8.10,0.06,0.47,8.04,23.07,0.00,48.10,20.80,100.00,0.00,0.00,0.00,21.27,10.29,3.44,
2026-07-30,06:38:34.004,0.04,0.82,0.05,0.71,2.77,80.21,11.43,0.58,0.43,0.0239,0.0034,9.96,8.26,62,3357.23,4072.06,3878.29,0.82,6.87,0.04,0.36,7.38,28.39,0.00,43.02,21.21,100.00,0.00,0.00,0.00,20.74,9.80,3.36,
2026-07-30,06:38:35.004,0.06,0.96,0.06,0.71,2.79,81.93,11.74,0.58,0.45,0.0190,0.0027,10.15,8.28,61,4311.95,4491.74,3879.12,0.96,8.00,0.06,0.46,8.10,24.10,0.00,47.64,20.16,100.00,0.00,0.00,0.00,21.42,10.43,3.45,
2026-07-30,06:38:36.004,0.05,0.94,0.06,0.71,2.78,81.70,11.76,0.58,0.40,0.0195,0.0028,10.12,8.30,63,4180.98,4426.94,3883.87,0.94,7.87,0.05,0.45,7.98,26.68,0.00,45.53,19.80,100.00,0.00,0.00,0.00,21.39,10.49,3.34,
2026-07-30,06:38:37.004,0.05,0.86,0.05,0.67,2.63,80.72,11.52,0.58,0.44,0.0222,0.0032,10.13,8.28,63,3629.45,4234.57,3879.09,0.86,7.14,0.05,0.39,8.09,30.70,0.00,43.47,17.74,100.00,0.00,0.00,0.00,21.47,10.42,3.46,
2026-07-30,06:38:38.004,0.14,1.61,0.09,0.68,2.67,85.86,12.69,0.58,0.47,0.0078,0.0012,10.47,8.41,65,10941.18,6776.07,3877.00,1.61,13.46,0.14,1.18,12.76,29.64,0.00,44.04,13.55,100.00,0.00,0.00,0.00,27.24,16.11,3.55,
2026-07-30,06:38:39.004,0.05,0.82,0.06,0.74,2.88,83.25,11.51,0.57,0.45,0.0232,0.0032,10.23,8.30,62,3581.12,4378.71,3878.28,0.82,6.82,0.05,0.38,7.65,27.75,0.00,43.15,21.45,100.00,0.00,0.00,0.00,21.44,10.44,3.42,
2026-07-30,06:38:40.004,0.06,0.98,0.06,0.76,2.98,83.21,11.67,0.57,0.45,0.0179,0.0025,10.23,8.33,65,4641.89,4736.65,3879.96,0.98,8.17,0.06,0.50,7.99,27.73,0.00,44.43,19.86,100.00,0.00,0.00,0.00,22.64,11.66,3.39,
2026-07-30,06:38:41.005,0.06,0.97,0.06,0.72,2.81,82.35,11.61,0.57,0.47,0.0183,0.0026,10.25,8.27,65,4505.93,4650.43,3877.86,0.97,8.07,0.06,0.48,8.31,28.63,0.00,43.69,19.37,100.00,0.00,0.00,0.00,22.16,11.08,3.51,
2026-07-30,06:38:42.005,0.06,0.97,0.06,0.73,2.86,86.67,11.73,0.56,0.54,0.0184,0.0025,10.45,8.40,65,4700.00,4823.91,3879.59,0.97,8.12,0.06,0.50,8.49,32.67,0.00,41.37,17.47,100.00,0.00,0.00,0.00,22.54,11.37,3.56,
2026-07-30,06:38:43.004,0.06,0.98,0.06,0.73,2.84,81.70,11.67,0.58,0.47,0.0182,0.0026,10.10,8.28,66,4493.48,4590.46,3877.67,0.98,8.16,0.06,0.48,8.14,31.70,0.00,39.96,20.20,100.00,0.00,0.00,0.00,22.18,11.01,3.55,
